id,path,no_cotizacion,fecha,producto,sku,descripcion,unidades,precio_p,precio_unitario,precio_cu,precio_final
9/VE-Z1-1596,2024/VE-Z1-1596,VE-Z1-1596,18/09/2024,Sistema operativo,Z1INSSO10,Windows 10,1,500,500,715,715
10/VE-Z1-1596,2024/VE-Z1-1596,VE-Z1-1596,18/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,800,800,1144,1144
1/VE-Z1-1597,2024/VE-Z1-1597,VE-Z1-1597,18/09/2024,Procesador,Z1INSSO10,Licencia Digital Windows 10,1,606.06,606.06,800,800
1/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Procesador,BX8071514700KF,"Procesador Intel Core I7-14700kf, Socket 1700, 3.40ghz, 20 Nucleos, Raptor Lake",1,6600,6600,8712,8712
2/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Motherboard,PRO Z790-A MAX WIFI,"Tarjeta Madre Msi Mpg Z790 Edge Ti Max Wifi Socket Lga 1700, Lga 1700, 4 Ddr5-sdram, Sata Iii 8, 5x M.2, Atx, 1x Hdmi, 1x Displayports, 4x Usb 2.0, 2x Usb 3.2 Gen 1",1,6500,6500,9295,9295
3/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,GPU,,"Tarjeta De Vídeo Msi Ventus GeForce RTX 4070 Ti Super, 8448 Núcleos Cuda, 16 Gb, 256 Bit, Gddr6x, 2685 Mhz, 7680 X 4320 Pixeles, Pci Express 4.0, 1x Hdmi, 3 X Displayports",1,13000,13000,17160,17160
4/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,RAM,KF552C36BBE-32,"Memoria Ram Kingston Technology Fury Beast 32 Gb, Ddr5, 288-pin Dimm, Amd Expo, Negro",2,1400,1400,2002,4004
5/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
6/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Disipador,MLW-D36M-A18PZ-R1,"Sistema De Enfriamiento Liquido Cooler Master Masterliquid 360l Core Argb, 360mm, 1750rpm, Negro",1,1400,1400,2002,2002
7/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Fuente de Poder,0-761345-11761-6,"Fuente De Poder Antec Neoeco Ne850g M 850w 80 Plus Gold, Full Modular, Pci-e 5.0, Atx, Negro",1,1500,1500,2145,2145
8/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Gabinete,BR-935944,"Gabinete Balam Rush Tank Pro Gm930 Midi Tower, Pc, Soporta Atx, Micro Atx, Mini-itx, Color Negro, Ventana Lateral Si, Iluminación Si, Fuente De Alimentación No, Ventiladores Frontales 2x 120 Mm, 1 X Usb 2.0",1,1100,1100,1573,1573
9/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Sistema operativo,Z1INSSO10,Windows 10,1,500,500,715,715
10/VE-Z1-1598,2024/VE-Z1-1598,VE-Z1-1598,19/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,800,800,1144,1144
1/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,Procesador,100-100000926WOF,"Procesador Amd Ryzen 7 5700x, Am4, 3.4 Ghz, 32mb Cache, No Incluye Disipador, No Incluye Graficos",1,3000,3000,3960,3960
2/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,Motherboard,B550 A ELITE AX V3,"Tarjeta Madre AORUS ATX B550 Elite AX V2, S-AM4, AMD B550, HDMI, 128GB DDR4 para AMD",1,2000,2000,2860,2860
3/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta De Video Msi NVIDIA GeForce RTX 4060 Ventus 2x Black, 8g Oc, 8gb Gddr6",1,5000,5000,6600,6600
4/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,RAM,KF432C16BB2A/32,"Memoria Ram Kingston Fury Beast Rgb 32gb Ddr4, 3200mhz",1,1100,1100,1573,1573
5/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
7/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,Fuente de Poder,BR-937719,"Fuente De Poder Balam Rush Pulsar 650pr 650 W, 4 Conectores Sata, 2 Conectores Molex, Voltaje De Entrada 115 - 230 V, 24-pines Atx",1,600,600,858,858
8/VE-Z1-1599,2024/VE-Z1-1599,VE-Z1-1599,18/09/2024,Gabinete,BR-935982,"Gabinete Balam Rush Dragonfly Mesh Gm740 Midi Tower, Pc, Soporta Atx, Micro Atx, Mini-itx, 7 Ranuras De Expansión, Color Negro, Ventana Lateral Si, 1 X Usb 3.2, 2 X Usb 2.0",1,700,700,1001,1001
1/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Procesador,100-100000926WOF,"Procesador Amd Ryzen 7 5700x, Am4, 3.4 Ghz, 32mb Cache, No Incluye Disipador, No Incluye Graficos",1,3000,3000,3960,3960
2/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Motherboard,B550M PRO-VDH WIFI,"Tarjeta Madre Msi B550m Pro-vdh Wifi, Am4, 4xddr4",1,1500,1500,2145,2145
3/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta De Video Msi NVIDIA GeForce RTX 4060 Ventus 2x Black, 8g Oc, 8gb Gddr6",1,5100,5100,6732,6732
4/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,RAM,AX4U320016G16A-SWHD35,"Memoria Ram Xpg Gammix D35, 16gb, Ddr4, Pc4-25600, 3200 Mhz, Cl 16-20-20, 1.35v",2,500,500,715,1430
5/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,SSD,SNV2S/1000G,"Unidad De Estado Solido Ssd Kingston Technology Nv2, 1tb, M.2, Pci Express 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
6/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Disipador,BR-937931,Enfriamiento Liquido Balam Rush Br-937375,1,900,900,1287,1287
7/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Fuente de Poder,BR-937719,"Fuente De Poder Balam Rush Pulsar 650pr 650 W, 4 Conectores Sata, 2 Conectores Molex, Voltaje De Entrada 115 - 230 V, 24-pines Atx",1,600,600,858,858
8/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Gabinete,BR-937337,"Gabinete Balam Rush Tank Pro Evo GM955 con Ventana, Mini-Tower, ITX/Micro-ATX, USB 2.0/3.0, sin Fuente, 3 Ventiladores ARGB Instalados, Blanco",1,800,800,1144,1144
9/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Sistema operativo,Z1INSSO10,Windows 10,1,500,500,715,715
10/VE-Z1-1600,2024/VE-Z1-1600,VE-Z1-1600,19/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,400,400,572,572
1/VE-Z1-1601,2024/VE-Z1-1601,VE-Z1-1601,19/09/2024,Procesador,FX507VV-LP313W,"Laptop Asus Tuf Gaming Fx507vv-lp313w Intel Core I7 I7-13620h 16 Gb, 1 Tb Ssd, 15.6"", Negro, Gris, Windows 11 Home, T.video NVIDIA GeForce RTX 4060, 8 Gb",1,20400,20400,26928,26928
1/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,Procesador,100-100000147BOX,"Procesador Amd Ryzen 5 4600g, Socket Am4, 3.7, 6 Nucleos, Hilos 12, Cache 8 Mb, Radeon Graphics",1,1500,1500,1980,1980
2/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,Motherboard,B450M DS3H V2,"Tarjeta Madre Gigabyte B450m Ds3h Wifi, Amd Am4, 4xddr4, Pci-ex 16, Gbe Lan, Wifi Inte",1,1300,1300,1859,1859
3/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,RAM,KF432C16BB/8,"Memoria Ram Kingston Fury Beast, 8gb, 3200mhz, Ddr4, Cl16, Dimm, Disipador Negro",2,300,300,429,858
4/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
5/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,Gabinete,AC-933070,"Gabinete Acteck Kyoto Gc460 Micro-tower, Micro Atx, Mini Itx, Ventana Lateral, Rgb, Fuente 500w, Negro",1,500,500,715,715
6/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
7/VE-Z1-1602,2024/VE-Z1-1602,VE-Z1-1602,19/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-1603 (Licencia Windows),2024/VE-Z1-1603 (Licencia Windows),VE-Z1-1603 (Licencia Windows),20/09/2024,Procesador,Z1INSSO10,Licencia Digital Windows 10,1,606.06,606.06,800,800
1/VE-Z1-1604,2024/VE-Z1-1604,VE-Z1-1604,20/09/2024,Procesador,RX6600 CLD 8G,"Tarjeta De Video Asrock Amd Radeon Rx 6600 Challenger D 8gb, 8gb 128-bit Gddr6, Pci-e 4.0",1,3300,3300,4356,4356
2/VE-Z1-1604,2024/VE-Z1-1604,VE-Z1-1604,20/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Procesador,100-100000926WOF,"Procesador Amd Ryzen 7 5700x, Am4, 3.4 Ghz, 32mb Cache, No Incluye Disipador, No Incluye Graficos",1,2500,2500,3300,3300
2/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Tarjeta madre,TUF GAMING B550-PLUS WIFI II,"Tarjeta Madre Asus Tuf Gaming B550-plus Wifi Ii Socket Am4, 4 Ddr4-sdram, Sata Iii X 6, Doble Canal, Atx, 2 X Usb 2.0, 4 X Usb 3.2 Gen 1, 1 X Hdmi, Wifi Si, Bluetooth Si",1,2900,2900,4147,4147
3/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta De Video Msi NVIDIA GeForce RTX 4060 Ventus 2x Black, 8g Oc, 8gb Gddr6",1,5100,5100,6732,6732
4/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,RAM,KF432C16BB2AK2/64,"Memoria Ram Kingston Technology Fury Beast Rgb 64 Gb Ddr4, 3200 Mhz, 288-pin Dimm, ( 2 X 32 Gb)",1,2000,2000,2860,2860
5/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
6/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Disipador,MLW-D24M-A18PS-R1,"Sistema De Enfriamiento Cooler Master Masterliquid 240l Core Argb, 240mm, 1750rpm, Negro",1,1200,1200,1716,1716
7/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Fuente,BR-937672,"Fuente De Poder Balam Rush Gr Burst Gr750b 750 W, 4 Conectores Sata, 2 Conectores Molex, Voltaje De Entrada 115 - 230 V, 24-pines Atx",1,900,900,1287,1287
8/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Gabinete,BR-938723,"Gabinete Balam Rush Tank Super 9200 TB con Ventana RGB, Midi-Tower, ATX/Micro-ATX/ITX, USB 3.0/2.0, sin Fuente, 3 Ventiladores RGB Instalados, Negro",1,900,900,1287,1287
9/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-1605,2024/VE-Z1-1605,VE-Z1-1605,20/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,800,800,1144,1144
1/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Procesador,BX8071512700F,"Procesador Intel Core I7-12700f, Socket 1700, 2.10ghz, 12 Core, 25mb Cache, Alder Lake",1,4200,4200,5544,5544
2/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Tarjeta madre,B760M DS3H AX DDR4,"Tarjeta Madre Gigabyte B760m Ds3h Ax Ddr4 Socket Lga 1700, Micro Atx",1,2200,2200,3146,3146
3/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,GPU,,"Tarjeta De Video Asus Dual-rtx3060-o12g-v2 GeForce, 3584 Nucleos, 12gb Gddr6, 192bit",1,4800,4800,6336,6336
4/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,RAM,KF432C16BB2A/16,"Memoria Ram Kingston Fury Beast Rgb 16gb Ddr4, 3200mhz",2,600,600,858,1716
5/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,SSD,SNV2S/500G,"Ssd Kingston Nv2 500gb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,600,600,858,858
7/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Fuente,,"Fuente De Poder Antec Cuprum Strike Csk750, 750w 80 Plus Bronce, 24 Pines, Atx, Negro, Semi-modular",1,900,900,1287,1287
8/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Gabinete,BR-935982,"Gabinete Balam Rush Dragonfly Mesh Gm740 Midi Tower, Pc, Soporta Atx, Micro Atx, Mini-itx, 7 Ranuras De Expansión, Color Negro, Ventana Lateral Si, 1 X Usb 3.2, 2 X Usb 2.0",1,700,700,1001,1001
9/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Teclado y ratón,Z1PAQU2021,Paquetería Office 2021,1,600,600,858,858
11/VE-Z1-1606,2024/VE-Z1-1606,VE-Z1-1606,21/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,800,800,1144,1144
1/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Procesador,BX8071512700F,"Procesador Intel Core I7-12700f, Socket 1700, 2.10ghz, 12 Core, 25mb Cache, Alder Lake",1,4200,4200,5544,5544
2/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Tarjeta madre,MAG B760 TOMAHAWK WIFI DDR4,"Tarjeta Madre Msi Mag B760 Tomahawk Wifi Ddr4 Socket Lga 1700 Intel, Wifi6e, Atx Reparado (refurbished)",1,3100,3100,4433,4433
3/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta De Video Msi NVIDIA GeForce RTX 4060 Ventus 2x Black, 8g Oc, 8gb Gddr6",1,5000,5000,6600,6600
4/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,RAM,KF432C16BB/16,"Memoria Ram Kingston Fury Beast, 16gb, 3200mhz, Ddr4, Disipador Negro",4,500,500,715,2860
5/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
7/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Fuente,,"Fuente De Poder Antec Cuprum Strike Csk650, 650w, 80 Plus Bronce, Atx, 24pines, Negro",1,800,800,1144,1144
8/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Gabinete,,"Gabinete Xpg Valor Air, 3xvent Frontales 120mm, 1xvent Trasero 120mm, Negro",1,800,800,1144,1144
9/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Monitor,XSMO277B,"Monitor Gamer Xzeal Xsmo277b 27 Pulg Full Hd, Negro",1,1400,1400,2002,2002
11/VE-Z1-1607 (Intel),2024/VE-Z1-1607 (Intel),VE-Z1-1607 (Intel),23/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Procesador,100-100001582BOX,"Procesador Amd Ryzen 7 5800x, 3.80ghz, Socket Am4, 36mb, Sin Disipador, Sin Graficos",1,2800,2800,3696,3696
2/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Tarjeta madre,90MB0YS0-M0AAY0,"Tarjeta Madre Asus Rog Strix B550-a Gaming Socket Am4, 4 Ddr4-sdram, Atx, 2 X Usb 2.0, 4 X Usb 3.2 Gen 1, 1 X Hdmi, Wifi No",1,3000,3000,4290,4290
3/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,GPU,RTX 4060 VENTUS 2X BLACK 8G OC,"Tarjeta De Vídeo Msi Ventus GeForce RTX 4060 Ti, 4352 Núcleos Cuda, 8 Gb, 128 Bit, Gddr6, 7680 X 4320 Pixeles, Pci Express 4.0, 1x Hdmi, 3 X Displayports",1,6600,6600,8712,8712
4/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,RAM,KF432C16BB/16,"Memoria Ram Kingston Fury Beast, 16gb, 3200mhz, Ddr4, Disipador Negro",2,500,500,715,1430
5/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
6/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Disipador,MLW-D24M-A18PS-R1,"Sistema De Enfriamiento Cooler Master Masterliquid 240l Core Argb, 240mm, 1750rpm, Negro",1,1200,1200,1716,1716
7/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Fuente,,"Fuente De Poder Antec Cuprum Strike Csk650, 650w, 80 Plus Bronce, Atx, 24pines, Negro",1,800,800,1144,1144
8/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Gabinete,,"Gabinete Xpg Valor Air, 3xvent Frontales 120mm, 1xvent Trasero 120mm, Negro",1,800,800,1144,1144
9/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Sistema operativo,Z1INSSO10,Windows 10/11,1,500,500,715,715
10/VE-Z1-1607,2024/VE-Z1-1607,VE-Z1-1607,23/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,800,800,1144,1144
1/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,Procesador,100-100000926WOF,"Procesador Amd Ryzen 7 5700x, Am4, 3.4 Ghz, 32mb Cache, No Incluye Disipador, No Incluye Graficos",1,2600,2600,3432,3432
2/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,Motherboard,B550M PRO-VDH WIFI,"Tarjeta Madre Msi B550m Pro-vdh Wifi, Am4, 4xddr4",1,1500,1500,2145,2145
3/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta De Video Msi NVIDIA GeForce RTX 4060 Ventus 2x Black, 8g Oc, 8gb Gddr6",1,5100,5100,6732,6732
4/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,RAM,KF432C16BB2A/16,"Memoria Ram Kingston Fury Beast Rgb 16gb Ddr4, 3200mhz",2,600,600,858,1716
5/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
7/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,Fuente de Poder,BR-937719,"Fuente De Poder Balam Rush Pulsar 650pr 650 W, 4 Conectores Sata, 2 Conectores Molex, Voltaje De Entrada 115 - 230 V, 24-pines Atx",1,500,500,715,715
8/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,Gabinete,BR-935982,"Gabinete Balam Rush Dragonfly Mesh Gm740 Midi Tower, Pc, Soporta Atx, Micro Atx, Mini-itx, 7 Ranuras De Expansión, Color Negro, Ventana Lateral Si, 1 X Usb 3.2, 2 X Usb 2.0",1,700,700,1001,1001
9/VE-Z1-1608 (4060),2024/VE-Z1-1608 (4060),VE-Z1-1608 (4060),23/09/2024,Sistema operativo,Z1INSSO10,Windows 10,1,500,500,715,715
1/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,Procesador,100-100000926WOF,"Procesador Amd Ryzen 7 5700x, Am4, 3.4 Ghz, 32mb Cache, No Incluye Disipador, No Incluye Graficos",1,2600,2600,3432,3432
2/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,Motherboard,TUF GAMING B550-PLUS WIFI II,"Tarjeta Madre Asus Tuf Gaming B550-plus Wifi Ii Socket Am4, 4 Ddr4-sdram, Sata Iii X 6, Doble Canal, Atx, 2 X Usb 2.0, 4 X Usb 3.2 Gen 1, 1 X Hdmi, Wifi Si, Bluetooth Si",1,2900,2900,4147,4147
3/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,GPU,RX6600 CLD 8G,"Tarjeta De Video Asrock Amd Radeon Rx 6600 Challenger D 8gb, 8gb 128-bit Gddr6, Pci-e 4.0",1,3100,3100,4092,4092
4/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,RAM,KF432C16BB2A/16,"Memoria Ram Kingston Fury Beast Rgb 16gb Ddr4, 3200mhz",2,600,600,858,1716
5/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2, 1tb, M.2, Pcie 4.0 Lectura 3500 Mb/s, Escritura 2100 Mb/s",1,900,900,1287,1287
7/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,Fuente de Poder,BR-937719,"Fuente De Poder Balam Rush Pulsar 650pr 650 W, 4 Conectores Sata, 2 Conectores Molex, Voltaje De Entrada 115 - 230 V, 24-pines Atx",1,500,500,715,715
8/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,Gabinete,BR-935982,"Gabinete Balam Rush Dragonfly Mesh Gm740 Midi Tower, Pc, Soporta Atx, Micro Atx, Mini-itx, 7 Ranuras De Expansión, Color Negro, Ventana Lateral Si, 1 X Usb 3.2, 2 X Usb 2.0",1,700,700,1001,1001
9/VE-Z1-1608,2024/VE-Z1-1608,VE-Z1-1608,21/09/2024,Sistema operativo,Z1INSSO10,Windows 10,1,500,500,715,715
1/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,Procesador,BX8071512400,"Procesador Intel Core I5-12400 2.5ghz, 18mb Cache, Lga 1700, Graficos Intel",1,2400,2400,3168,3168
2/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,Motherboard,MAG B760 TOMAHAWK WIFI DDR4,"Tarjeta Madre Msi Mag B760 Tomahawk Wifi Ddr4 Socket Lga 1700 Intel, Wifi6e, Atx",1,3200,3200,4576,4576
3/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,RAM,KF432C16BB/8,"Memoria Ram Kingston Fury Beast, 8gb, 3200mhz, Ddr4, Cl16, Dimm, Disipador Negro",2,300,300,429,858
4/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,SSD,SNV2S/1000G,"Ssd Kingston Nv2 250gb, M.2, Lectura 3000 Mb/s, Escritura 1300 Mb/s",1,400,400,572,572
5/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,HDD 1,ST2000DM008,"Disco Duro Seagate Barracuda 2tb, Sata Iii, 6gbps, Cache 256mb, 7200rpm, 3.5 Pulgadas",1,900,900,1287,1287
6/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,Fuente de Poder,BR-937719,"Fuente De Poder Balam Rush Pulsar 650pr 650 W, 4 Conectores Sata, 2 Conectores Molex, Voltaje De Entrada 115 - 230 V, 24-pines Atx",1,500,500,715,715
7/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,Gabinete,CA-1R1-00S1WN-02,"Gabinete Thermaltake V100, Ventiladores Traseros 1x 120 Mm, Sin Fuente",1,600,600,858,858
8/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,Sistema operativo,Z1INSSO10,Windows 10,1,500,500,715,715
9/VE-Z1-1609,2024/VE-Z1-1609,VE-Z1-1609,23/09/2024,Instalación,Z1INSEQUI,Instalación de piezas y asesoramiento,1,500,500,715,715
1/VE-Z1-1610,2024/VE-Z1-1610,VE-Z1-1610,20/09/2024,Procesador,100-100000926WOF,"Procesador Amd Ryzen 7 5700x, Am4, 3.4 Ghz, 32mb Cache, No Incluye Disipador, No Incluye Graficos",2,3000,3000,3960,7920
2/VE-Z1-1610,2024/VE-Z1-1610,VE-Z1-1610,20/09/2024,Motherboard,B550M PRO-VDH WIFI,"Tarjeta Madre Msi B550m Pro-vdh Wifi, Am4, 4xddr4",2,1500,1500,2145,4290
3/VE-Z1-1610,2024/VE-Z1-1610,VE-Z1-1610,20/09/2024,GPU,RTX 5050 8G VENTUS 2X OC,"Tarjeta De Video Msi NVIDIA GeForce RTX 4060 Ventus 2x Black, 8g Oc, 8gb Gddr6",2,5100,5100,6732,13464
